"athlete_display_name","team_name","team_id","game_date","game_id","fgm","fga","fg3m","fg3a","ftm","fta","reb","ast","stl","blk","to","pts","fpts"
"Jrue Holiday","Bucks","15",2022-11-26,401468435,4,13,1,3,0,0,3,5,0,0,1,9,16
"Jevon Carter","Bucks","15",2022-11-26,401468435,6,9,5,6,1,1,3,2,2,0,2,18,37
"Grayson Allen","Bucks","15",2022-11-26,401468435,2,8,1,6,3,3,5,5,2,0,1,8,26
"Sandro Mamukelashvili","Bucks","15",2022-11-26,401468435,1,2,0,1,1,2,1,0,0,0,0,3,3
"Bobby Portis","Bucks","15",2022-11-26,401468435,6,10,2,3,0,0,8,4,0,1,3,14,32
"Thanasis Antetokounmpo","Bucks","15",2022-11-26,401468435,0,0,0,0,0,0,1,0,0,0,0,0,1
"Jordan Nwora","Bucks","15",2022-11-26,401468435,2,8,0,2,3,3,5,2,0,0,1,7,10
"George Hill","Bucks","15",2022-11-26,401468435,2,5,1,3,0,2,2,2,0,0,1,5,7
"Wesley Matthews","Bucks","15",2022-11-26,401468435,2,4,1,3,0,0,1,1,0,0,0,5,9
"AJ Green","Bucks","15",2022-11-26,401468435,0,0,0,0,0,0,1,0,0,0,0,0,1
"MarJon Beauchamp","Bucks","15",2022-11-26,401468435,1,1,0,0,0,0,0,0,0,0,1,2,1
"Patrick Williams","Bulls","4",2022-11-26,401468436,4,7,3,3,0,0,6,1,0,2,2,11,27
"DeMar DeRozan","Bulls","4",2022-11-26,401468436,12,27,0,1,6,8,4,6,2,0,2,30,45
"Nikola Vucevic","Bulls","4",2022-11-26,401468436,6,14,1,7,0,0,13,3,0,0,2,13,27
"Zach LaVine","Bulls","4",2022-11-26,401468436,9,23,4,11,5,6,5,5,1,0,4,27,36
"Ayo Dosunmu","Bulls","4",2022-11-26,401468436,3,7,0,2,1,1,3,4,1,0,0,7,21
"Javonte Green","Bulls","4",2022-11-26,401468436,0,0,0,0,1,2,5,0,0,0,2,1,1
"Derrick Jones Jr.","Bulls","4",2022-11-26,401468436,2,4,0,1,2,2,2,0,0,1,0,6,12
"Andre Drummond","Bulls","4",2022-11-26,401468436,1,4,0,0,2,2,4,1,0,0,0,4,8
"Goran Dragic","Bulls","4",2022-11-26,401468436,1,5,0,1,0,0,0,0,0,0,1,2,-3
"Coby White","Bulls","4",2022-11-26,401468436,2,5,2,5,0,0,3,1,0,0,1,6,10
"Alex Caruso","Bulls","4",2022-11-26,401468436,4,5,2,2,2,2,2,4,1,1,1,12,33
"Jalen Williams","Thunder","25",2022-11-26,401468436,3,4,0,1,2,3,2,1,0,0,0,8,13
"Aleksej Pokusevski","Thunder","25",2022-11-26,401468436,6,13,1,3,2,2,6,2,1,1,1,15,31
"Luguentz Dort","Thunder","25",2022-11-26,401468436,2,8,1,4,7,8,5,0,2,0,3,12,15
"Shai Gilgeous-Alexander","Thunder","25",2022-11-26,401468436,8,21,0,3,14,15,8,7,0,1,1,30,48
"Josh Giddey","Thunder","25",2022-11-26,401468436,5,13,0,1,0,0,13,9,0,1,5,10,32
"Darius Bazley","Thunder","25",2022-11-26,401468436,7,9,2,4,1,2,3,0,0,2,1,17,32
"Jeremiah Robinson-Earl","Thunder","25",2022-11-26,401468436,5,9,0,2,0,0,3,0,2,0,0,10,22
"Kenrich Williams","Thunder","25",2022-11-26,401468436,4,7,0,2,0,0,5,2,2,0,0,8,26
"Tre Mann","Thunder","25",2022-11-26,401468436,2,5,1,3,0,0,3,3,0,0,2,5,10
"Isaiah Joe","Thunder","25",2022-11-26,401468436,2,6,2,6,2,2,2,0,0,0,0,8,10
"Anthony Davis","Lakers","13",2022-11-26,401468437,10,13,0,0,5,7,15,4,1,3,3,25,63
"LeBron James","Lakers","13",2022-11-26,401468437,8,17,1,4,4,4,8,5,3,1,9,21,37
"Troy Brown Jr.","Lakers","13",2022-11-26,401468437,4,5,2,2,0,0,4,0,1,0,0,10,23
"Dennis Schroder","Lakers","13",2022-11-26,401468437,3,7,0,1,3,3,3,5,1,0,1,9,23
"Lonnie Walker IV","Lakers","13",2022-11-26,401468437,7,16,4,9,0,0,2,2,3,0,1,18,36
"Wenyen Gabriel","Lakers","13",2022-11-26,401468437,1,1,0,0,0,0,6,2,0,0,1,2,11
"Juan Toscano-Anderson","Lakers","13",2022-11-26,401468437,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russell Westbrook","Lakers","13",2022-11-26,401468437,1,7,0,3,1,2,4,7,2,1,3,3,21
"Austin Reaves","Lakers","13",2022-11-26,401468437,3,8,0,3,2,2,6,2,1,0,2,8,16
"Kendrick Nunn","Lakers","13",2022-11-26,401468437,3,9,1,5,2,2,1,1,0,0,1,9,8
"Max Christie","Lakers","13",2022-11-26,401468437,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Sochan","Spurs","24",2022-11-26,401468437,5,11,1,3,2,4,9,5,4,1,2,13,46
"Keldon Johnson","Spurs","24",2022-11-26,401468437,6,23,1,8,2,3,9,2,1,0,2,15,17
"Jakob Poeltl","Spurs","24",2022-11-26,401468437,5,8,0,0,0,0,8,4,0,0,3,10,22
"Tre Jones","Spurs","24",2022-11-26,401468437,7,13,2,5,3,3,2,5,2,0,4,19,34
"Devin Vassell","Spurs","24",2022-11-26,401468437,7,22,0,6,4,4,6,3,1,0,1,18,24
"Isaiah Roby","Spurs","24",2022-11-26,401468437,2,5,1,2,0,0,1,0,0,0,1,5,4
"Zach Collins","Spurs","24",2022-11-26,401468437,2,6,0,3,0,0,7,0,1,1,2,4,13
"Keita Bates-Diop","Spurs","24",2022-11-26,401468437,0,1,0,0,0,0,1,1,1,0,0,0,6
"Charles Bassey","Spurs","24",2022-11-26,401468437,1,1,0,0,0,0,1,0,0,0,0,2,4
"Romeo Langford","Spurs","24",2022-11-26,401468437,2,6,0,3,1,2,4,0,1,1,0,5,14
"Malaki Branham","Spurs","24",2022-11-26,401468437,1,3,1,2,0,0,2,1,0,0,1,3,5
"Jordan Hall","Spurs","24",2022-11-26,401468437,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Justise Winslow","Trail Blazers","22",2022-11-26,401468429,3,10,0,1,1,2,11,4,0,0,0,7,21
"Jerami Grant","Trail Blazers","22",2022-11-26,401468429,10,20,3,7,21,28,1,2,0,1,2,44,45
"Jusuf Nurkic","Trail Blazers","22",2022-11-26,401468429,7,12,2,5,4,5,8,7,0,2,5,20,43
"Josh Hart","Trail Blazers","22",2022-11-26,401468429,4,8,0,2,2,4,19,4,2,0,3,10,37
"Anfernee Simons","Trail Blazers","22",2022-11-26,401468429,13,25,4,13,8,8,4,5,1,0,1,38,59
"Trendon Watford","Trail Blazers","22",2022-11-26,401468429,3,5,0,1,2,2,2,1,0,0,1,8,11
"Nassir Little","Trail Blazers","22",2022-11-26,401468429,0,2,0,1,0,0,2,1,0,0,0,0,2
"Shaedon Sharpe","Trail Blazers","22",2022-11-26,401468429,2,3,1,2,0,2,1,0,0,0,0,5,6
"Julius Randle","Knicks","18",2022-11-26,401468429,8,19,3,8,4,4,6,3,3,0,2,23,43
"Mitchell Robinson","Knicks","18",2022-11-26,401468429,6,7,0,0,0,2,8,0,0,2,1,12,29
"Jalen Brunson","Knicks","18",2022-11-26,401468429,10,22,3,8,9,9,5,4,0,0,1,32,44
"RJ Barrett","Knicks","18",2022-11-26,401468429,6,22,1,7,6,8,10,5,1,0,3,19,26
"Quentin Grimes","Knicks","18",2022-11-26,401468429,3,6,1,4,0,0,5,5,0,1,2,7,23
"Obi Toppin","Knicks","18",2022-11-26,401468429,1,3,1,3,0,0,2,1,0,0,0,3,7
"Isaiah Hartenstein","Knicks","18",2022-11-26,401468429,2,3,0,0,2,2,2,2,2,0,0,6,21
"Jericho Sims","Knicks","18",2022-11-26,401468429,2,3,0,0,1,1,2,0,0,2,0,5,16
"Miles McBride","Knicks","18",2022-11-26,401468429,2,3,0,1,0,0,0,2,0,0,0,4,9
"Immanuel Quickley","Knicks","18",2022-11-26,401468429,6,17,4,10,2,2,4,5,1,0,1,18,33
"P.J. Tucker","76ers","20",2022-11-26,401468428,0,3,0,1,0,0,5,1,0,0,1,0,2
"Tobias Harris","76ers","20",2022-11-26,401468428,10,21,1,7,2,2,10,5,1,0,2,23,43
"Montrezl Harrell","76ers","20",2022-11-26,401468428,5,8,0,0,4,4,8,1,0,0,2,14,22
"Shake Milton","76ers","20",2022-11-26,401468428,7,13,4,7,6,6,9,10,1,1,4,24,58
"De'Anthony Melton","76ers","20",2022-11-26,401468428,5,14,3,9,0,2,4,4,4,0,3,13,32
"Georges Niang","76ers","20",2022-11-26,401468428,6,8,5,7,1,2,1,2,0,0,1,18,29
"Danuel House Jr.","76ers","20",2022-11-26,401468428,1,2,0,1,0,0,1,0,0,0,0,2,3
"Paul Reed","76ers","20",2022-11-26,401468428,3,7,0,1,0,0,7,2,1,0,0,6,20
"Furkan Korkmaz","76ers","20",2022-11-26,401468428,2,6,1,3,2,2,2,0,0,0,2,7,4
"Paolo Banchero","Magic","19",2022-11-26,401468428,5,12,1,3,8,11,4,3,1,0,4,19,21
"Franz Wagner","Magic","19",2022-11-26,401468428,7,12,1,5,9,10,4,1,1,0,2,24,32
"Mo Bamba","Magic","19",2022-11-26,401468428,2,7,1,3,2,2,4,4,1,1,1,7,23
"Bol Bol","Magic","19",2022-11-26,401468428,8,14,1,3,1,2,8,2,1,4,0,18,52
"Jalen Suggs","Magic","19",2022-11-26,401468428,0,2,0,2,0,0,1,4,0,1,2,0,7
"Caleb Houstan","Magic","19",2022-11-26,401468428,3,6,1,4,0,0,2,2,0,0,0,7,14
"Moritz Wagner","Magic","19",2022-11-26,401468428,2,8,1,6,2,2,5,0,1,0,1,7,11
"R.J. Hampton","Magic","19",2022-11-26,401468428,4,11,2,6,0,0,4,1,1,0,1,10,17
"Gary Harris","Magic","19",2022-11-26,401468428,3,8,1,3,0,0,3,3,1,0,3,7,13
"Jaden McDaniels","Timberwolves","16",2022-11-25,401468427,1,7,0,3,0,0,4,1,0,2,2,2,7
"Rudy Gobert","Timberwolves","16",2022-11-25,401468427,6,10,0,0,5,5,17,1,2,2,2,17,50
"Karl-Anthony Towns","Timberwolves","16",2022-11-25,401468427,6,22,1,11,6,7,4,5,0,2,2,19,27
"D'Angelo Russell","Timberwolves","16",2022-11-25,401468427,8,15,4,10,0,0,4,10,1,0,3,20,47
"Anthony Edwards","Timberwolves","16",2022-11-25,401468427,10,21,3,10,2,2,5,4,1,0,2,25,40
"Kyle Anderson","Timberwolves","16",2022-11-25,401468427,2,5,0,1,2,2,5,2,1,3,1,6,28
"Naz Reid","Timberwolves","16",2022-11-25,401468427,3,5,1,2,0,0,0,0,0,0,1,7,7
"Austin Rivers","Timberwolves","16",2022-11-25,401468427,1,2,0,1,2,2,3,1,1,0,1,4,11
"Jaylen Nowell","Timberwolves","16",2022-11-25,401468427,4,9,0,3,0,0,3,0,1,0,2,8,10
"Jalen McDaniels","Hornets","30",2022-11-25,401468427,3,9,0,3,2,2,6,3,0,0,1,8,15
"P.J. Washington","Hornets","30",2022-11-25,401468427,6,13,1,5,3,4,3,0,0,1,2,16,18
"Mason Plumlee","Hornets","30",2022-11-25,401468427,1,4,0,0,1,4,12,5,1,0,3,3,18
"Terry Rozier","Hornets","30",2022-11-25,401468427,9,23,1,6,3,4,4,8,0,0,6,22,25
"Kelly Oubre Jr.","Hornets","30",2022-11-25,401468427,10,21,3,7,5,8,6,2,3,0,0,28,49
"Kai Jones","Hornets","30",2022-11-25,401468427,3,5,0,0,3,4,12,0,0,1,0,9,25
"Nick Richards","Hornets","30",2022-11-25,401468427,1,2,0,0,0,0,3,1,0,2,2,2,11
"Theo Maledon","Hornets","30",2022-11-25,401468427,4,7,1,1,5,6,7,3,1,0,1,14,30
"James Bouknight","Hornets","30",2022-11-25,401468427,3,5,2,3,0,0,2,2,1,0,2,8,17
"Marcus Morris Sr.","Clippers","12",2022-11-24,401468426,6,15,3,5,4,5,5,0,2,0,0,19,31
"Ivica Zubac","Clippers","12",2022-11-24,401468426,4,5,0,0,0,0,4,1,0,1,1,8,19
"Reggie Jackson","Clippers","12",2022-11-24,401468426,4,9,1,3,2,2,1,6,1,0,5,11,18
"Terance Mann","Clippers","12",2022-11-24,401468426,7,11,3,3,0,0,5,2,1,0,2,17,32
"Amir Coffey","Clippers","12",2022-11-24,401468426,5,7,0,1,3,4,3,7,0,0,2,13,28
"Nicolas Batum","Clippers","12",2022-11-24,401468426,0,4,0,2,0,0,2,0,1,0,0,0,2
"Robert Covington","Clippers","12",2022-11-24,401468426,1,7,1,4,0,0,6,1,0,0,1,3,5
"Norman Powell","Clippers","12",2022-11-24,401468426,6,14,3,7,2,2,7,2,0,1,2,17,29
"Moses Brown","Clippers","12",2022-11-24,401468426,4,7,0,0,2,6,6,0,0,0,0,10,13
"John Wall","Clippers","12",2022-11-24,401468426,2,8,0,3,5,8,4,3,0,0,3,9,6
"Draymond Green","Warriors","9",2022-11-24,401468426,4,4,1,1,0,0,7,12,2,1,3,9,51
"Andrew Wiggins","Warriors","9",2022-11-24,401468426,12,18,6,10,1,1,4,2,3,1,0,31,67
"Kevon Looney","Warriors","9",2022-11-24,401468426,4,4,0,0,1,3,3,2,2,2,0,9,34
"Stephen Curry","Warriors","9",2022-11-24,401468426,9,20,4,10,0,0,6,9,0,0,1,22,46
"Klay Thompson","Warriors","9",2022-11-24,401468426,5,10,3,7,5,6,0,0,2,0,4,18,20
"Jonathan Kuminga","Warriors","9",2022-11-24,401468426,3,7,0,3,0,0,4,2,1,1,1,6,19
"JaMychal Green","Warriors","9",2022-11-24,401468426,2,5,1,2,0,0,6,0,0,0,1,5,9
"Anthony Lamb","Warriors","9",2022-11-24,401468426,3,4,1,1,0,0,7,2,0,0,1,7,19
"Patrick Baldwin Jr.","Warriors","9",2022-11-24,401468426,1,3,1,3,0,0,1,0,0,0,0,3,4
"Donte DiVincenzo","Warriors","9",2022-11-24,401468426,2,3,2,3,0,0,5,1,1,0,0,6,20
"Jordan Poole","Warriors","9",2022-11-24,401468426,3,15,0,8,2,3,1,5,0,1,2,8,9
"Moses Moody","Warriors","9",2022-11-24,401468426,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Ryan Rollins","Warriors","9",2022-11-24,401468426,0,3,0,2,0,0,1,1,0,0,0,0,0
"Marvin Bagley III","Pistons","8",2022-11-24,401468425,9,10,0,0,1,1,6,2,2,0,0,19,45
"Isaiah Livers","Pistons","8",2022-11-24,401468425,3,5,1,3,0,0,1,1,0,0,1,7,10
"Bojan Bogdanovic","Pistons","8",2022-11-24,401468425,7,18,1,3,8,8,5,3,1,0,1,23,33
"Jaden Ivey","Pistons","8",2022-11-24,401468425,5,13,0,2,6,7,5,6,1,0,1,16,31
"Killian Hayes","Pistons","8",2022-11-24,401468425,1,5,0,0,0,0,3,3,0,0,1,2,6
"Kevin Knox II","Pistons","8",2022-11-24,401468425,6,8,6,8,3,4,3,0,0,0,1,21,31
"Jalen Duren","Pistons","8",2022-11-24,401468425,2,4,0,0,0,0,7,0,2,2,1,4,25
"Cory Joseph","Pistons","8",2022-11-24,401468425,3,8,0,2,0,0,0,6,0,0,0,6,16
"Alec Burks","Pistons","8",2022-11-24,401468425,4,10,4,6,6,6,3,1,1,0,0,18,29
"Hamidou Diallo","Pistons","8",2022-11-24,401468425,4,8,0,0,1,1,5,2,2,0,1,9,24
"Kelly Olynyk","Jazz","26",2022-11-24,401468425,4,7,0,2,0,0,3,6,2,1,0,8,36
"Lauri Markkanen","Jazz","26",2022-11-24,401468425,4,13,3,7,2,2,8,2,0,0,3,13,17
"Jarred Vanderbilt","Jazz","26",2022-11-24,401468425,3,5,0,0,1,1,3,2,1,1,1,7,21
"Jordan Clarkson","Jazz","26",2022-11-24,401468425,9,17,3,8,3,3,3,2,1,0,3,24,33
"Collin Sexton","Jazz","26",2022-11-24,401468425,7,12,1,4,2,2,0,12,0,0,2,17,40
"Simone Fontecchio","Jazz","26",2022-11-24,401468425,2,5,2,3,4,5,2,0,0,0,1,10,10
"Udoka Azubuike","Jazz","26",2022-11-24,401468425,0,0,0,0,0,0,1,0,0,0,0,0,1
"Walker Kessler","Jazz","26",2022-11-24,401468425,2,2,0,0,1,2,7,0,0,5,2,5,29
"Malik Beasley","Jazz","26",2022-11-24,401468425,9,18,8,15,3,4,11,5,0,0,1,29,55
"Talen Horton-Tucker","Jazz","26",2022-11-24,401468425,1,4,1,2,0,0,0,2,0,0,2,3,2
"Patrick Williams","Bulls","4",2022-11-24,401468422,3,7,2,4,3,4,3,3,1,2,3,11,26
"DeMar DeRozan","Bulls","4",2022-11-24,401468422,14,24,2,3,6,7,4,8,1,2,2,36,69
"Nikola Vucevic","Bulls","4",2022-11-24,401468422,7,14,4,10,0,0,5,4,0,1,2,18,35
"Zach LaVine","Bulls","4",2022-11-24,401468422,6,17,3,11,3,4,5,5,1,0,1,18,32
"Ayo Dosunmu","Bulls","4",2022-11-24,401468422,3,5,1,2,1,1,3,3,0,2,3,8,21
"Javonte Green","Bulls","4",2022-11-24,401468422,4,5,2,3,1,2,3,1,1,2,0,11,32
"Andre Drummond","Bulls","4",2022-11-24,401468422,1,3,0,0,0,0,8,1,0,2,0,2,19
"Coby White","Bulls","4",2022-11-24,401468422,5,10,4,7,0,0,3,2,3,1,1,14,39
