"athlete_display_name","team_name","team_id","game_date","game_id","fgm","fga","fg3m","fg3a","ftm","fta","reb","ast","stl","blk","to","pts","fpts"
"Desmond Bane","Grizzlies","29",2022-11-05,401468280,8,16,3,7,0,0,6,2,0,0,3,19,26
"Brandon Clarke","Grizzlies","29",2022-11-05,401468280,4,7,0,0,5,5,2,2,0,3,1,13,30
"Vince Williams Jr.","Grizzlies","29",2022-11-05,401468280,0,1,0,1,0,0,0,1,1,1,0,0,9
"Jake LaRavia","Grizzlies","29",2022-11-05,401468280,1,4,0,2,2,2,9,0,0,0,1,4,9
"Xavier Tillman","Grizzlies","29",2022-11-05,401468280,1,2,0,0,0,0,1,1,0,0,1,2,3
"Tyus Jones","Grizzlies","29",2022-11-05,401468280,5,8,0,2,1,1,2,3,0,0,0,11,21
"John Konchar","Grizzlies","29",2022-11-05,401468280,3,4,2,3,0,0,4,1,0,1,0,8,22
"Kennedy Chandler","Grizzlies","29",2022-11-05,401468280,1,5,0,1,0,0,2,4,2,0,1,2,15
"David Roddy","Grizzlies","29",2022-11-05,401468280,4,8,2,5,1,2,2,0,0,1,1,11,16
"Marcus Morris Sr.","Clippers","12",2022-11-05,401468281,4,12,3,6,0,0,8,4,1,0,1,11,28
"Ivica Zubac","Clippers","12",2022-11-05,401468281,8,10,0,0,1,2,15,2,1,4,4,17,53
"Reggie Jackson","Clippers","12",2022-11-05,401468281,5,11,2,4,2,2,3,5,0,0,2,14,24
"Paul George","Clippers","12",2022-11-05,401468281,11,16,4,6,6,7,2,6,1,0,5,32,49
"Luke Kennard","Clippers","12",2022-11-05,401468281,1,1,0,0,0,0,1,0,0,0,0,2,4
"Nicolas Batum","Clippers","12",2022-11-05,401468281,1,3,1,3,0,0,4,2,0,1,1,3,13
"Norman Powell","Clippers","12",2022-11-05,401468281,5,8,2,3,1,2,7,1,1,0,1,13,27
"John Wall","Clippers","12",2022-11-05,401468281,6,14,2,6,1,2,3,6,0,0,0,15,29
"Terance Mann","Clippers","12",2022-11-05,401468281,0,3,0,3,0,0,1,0,0,0,2,0,-6
"Amir Coffey","Clippers","12",2022-11-05,401468281,1,2,1,2,3,4,0,0,2,0,0,6,14
"Jeremy Sochan","Spurs","24",2022-11-05,401468281,3,8,0,4,0,0,2,2,0,0,1,6,8
"Keldon Johnson","Spurs","24",2022-11-05,401468281,7,19,2,9,0,1,7,3,0,0,0,16,25
"Jakob Poeltl","Spurs","24",2022-11-05,401468281,2,6,0,0,0,2,7,3,3,1,1,4,27
"Tre Jones","Spurs","24",2022-11-05,401468281,7,15,3,5,1,1,2,6,2,0,1,18,40
"Malaki Branham","Spurs","24",2022-11-05,401468281,1,3,0,1,0,0,3,1,0,0,0,2,6
"Zach Collins","Spurs","24",2022-11-05,401468281,4,7,1,2,0,0,7,2,1,1,3,9,24
"Doug McDermott","Spurs","24",2022-11-05,401468281,4,6,2,3,0,0,1,1,0,0,2,10,13
"Keita Bates-Diop","Spurs","24",2022-11-05,401468281,2,4,0,0,3,5,3,0,1,0,0,7,12
"Josh Richardson","Spurs","24",2022-11-05,401468281,0,4,0,2,5,8,1,3,0,0,3,5,-1
"Devin Vassell","Spurs","24",2022-11-05,401468281,12,16,4,5,1,1,2,2,0,0,2,29,43
"Patrick Williams","Bulls","4",2022-11-04,401468279,3,9,1,4,0,0,5,1,0,1,4,7,8
"DeMar DeRozan","Bulls","4",2022-11-04,401468279,13,23,0,3,20,22,3,5,2,1,2,46,68
"Nikola Vucevic","Bulls","4",2022-11-04,401468279,10,14,4,5,0,0,12,3,1,0,1,24,54
"Zach LaVine","Bulls","4",2022-11-04,401468279,6,13,2,6,2,3,7,3,2,0,2,16,33
"Ayo Dosunmu","Bulls","4",2022-11-04,401468279,5,8,1,1,0,0,3,3,0,0,1,11,21
"Javonte Green","Bulls","4",2022-11-04,401468279,2,4,1,3,0,0,3,1,2,1,2,5,19
"Derrick Jones Jr.","Bulls","4",2022-11-04,401468279,0,0,0,0,0,0,2,0,1,0,1,0,4
"Goran Dragic","Bulls","4",2022-11-04,401468279,2,9,1,4,0,0,1,2,0,1,1,5,8
"Alex Caruso","Bulls","4",2022-11-04,401468279,2,3,1,2,0,0,1,3,0,1,3,5,12
"Jayson Tatum","Celtics","2",2022-11-04,401468279,8,23,3,10,17,20,12,6,1,1,1,36,59
"Al Horford","Celtics","2",2022-11-04,401468279,4,8,1,5,2,3,5,5,0,1,1,11,28
"Marcus Smart","Celtics","2",2022-11-04,401468279,5,10,2,4,0,0,1,1,1,0,2,12,17
"Derrick White","Celtics","2",2022-11-04,401468279,3,6,1,3,0,0,3,2,1,2,0,7,27
"Jaylen Brown","Celtics","2",2022-11-04,401468279,6,14,0,3,4,5,5,2,0,0,3,16,16
"Grant Williams","Celtics","2",2022-11-04,401468279,2,3,0,1,0,0,4,3,0,0,2,4,11
"Sam Hauser","Celtics","2",2022-11-04,401468279,3,6,2,4,0,0,4,0,0,0,0,8,14
"Luke Kornet","Celtics","2",2022-11-04,401468279,1,3,0,1,2,2,3,1,2,2,0,4,24
"Malcolm Brogdon","Celtics","2",2022-11-04,401468279,9,10,0,0,7,9,2,4,0,1,4,25,37
"Dean Wade","Cavaliers","5",2022-11-04,401468275,0,4,0,3,0,0,2,1,1,1,1,0,6
"Evan Mobley","Cavaliers","5",2022-11-04,401468275,5,14,0,1,1,2,8,2,0,8,1,11,48
"Isaac Okoro","Cavaliers","5",2022-11-04,401468275,4,6,0,1,1,1,4,0,1,0,0,9,19
"Jarrett Allen","Cavaliers","5",2022-11-04,401468275,11,16,0,0,1,2,7,0,0,2,4,23,35
"Caris LeVert","Cavaliers","5",2022-11-04,401468275,6,10,1,4,2,2,6,6,0,0,2,15,32
"Kevin Love","Cavaliers","5",2022-11-04,401468275,7,10,4,7,3,4,8,10,0,1,1,21,58
"Mamadi Diakite","Cavaliers","5",2022-11-04,401468275,1,1,0,0,0,0,2,0,1,0,0,2,9
"Lamar Stevens","Cavaliers","5",2022-11-04,401468275,2,4,0,1,2,2,0,0,0,1,1,6,8
"Cedi Osman","Cavaliers","5",2022-11-04,401468275,5,9,4,6,1,1,4,6,0,0,4,15,28
"Robin Lopez","Cavaliers","5",2022-11-04,401468275,0,0,0,0,0,0,1,0,0,0,2,0,-3
"Raul Neto","Cavaliers","5",2022-11-04,401468275,3,7,2,3,2,2,5,5,2,0,2,10,30
"Bojan Bogdanovic","Pistons","8",2022-11-04,401468275,2,9,1,4,1,1,2,0,1,0,2,6,4
"Saddiq Bey","Pistons","8",2022-11-04,401468275,6,13,3,7,3,3,4,2,3,0,2,18,36
"Isaiah Stewart","Pistons","8",2022-11-04,401468275,3,5,0,1,0,0,4,1,2,1,2,6,21
"Cade Cunningham","Pistons","8",2022-11-04,401468275,7,18,3,6,2,3,5,5,1,1,1,19,38
"Jaden Ivey","Pistons","8",2022-11-04,401468275,6,13,1,5,5,6,6,3,0,1,4,18,25
"Isaiah Livers","Pistons","8",2022-11-04,401468275,3,7,3,5,2,2,1,0,0,1,0,11,18
"Kevin Knox II","Pistons","8",2022-11-04,401468275,1,3,1,3,0,0,2,1,0,1,1,3,9
"Nerlens Noel","Pistons","8",2022-11-04,401468275,1,3,0,0,0,0,6,0,2,0,3,2,9
"Cory Joseph","Pistons","8",2022-11-04,401468275,1,3,1,3,0,0,1,1,0,0,1,3,4
"Killian Hayes","Pistons","8",2022-11-04,401468275,1,3,0,1,0,0,1,2,1,0,2,2,6
"Hamidou Diallo","Pistons","8",2022-11-04,401468275,0,3,0,1,0,0,0,0,0,1,0,0,1
"Rodney McGruder","Pistons","8",2022-11-04,401468275,0,3,0,1,0,0,2,1,0,0,0,0,1
"Caleb Martin","Heat","14",2022-11-04,401468276,3,5,0,1,0,0,4,2,0,1,2,6,15
"Bam Adebayo","Heat","14",2022-11-04,401468276,7,14,0,1,4,4,10,4,1,0,5,18,30
"Kyle Lowry","Heat","14",2022-11-04,401468276,1,9,1,6,7,7,6,3,2,1,1,10,26
"Tyler Herro","Heat","14",2022-11-04,401468276,8,20,4,10,9,9,5,5,2,0,5,29,42
"Max Strus","Heat","14",2022-11-04,401468276,6,13,3,7,2,2,7,3,2,0,3,17,34
"Duncan Robinson","Heat","14",2022-11-04,401468276,0,7,0,6,0,0,3,0,0,0,0,0,-4
"Haywood Highsmith","Heat","14",2022-11-04,401468276,0,1,0,1,0,0,0,0,0,0,1,0,-3
"Dewayne Dedmon","Heat","14",2022-11-04,401468276,0,2,0,1,4,4,4,0,0,0,1,4,4
"Gabe Vincent","Heat","14",2022-11-04,401468276,6,10,3,6,0,0,3,0,3,0,1,15,33
"Jalen Smith","Pacers","11",2022-11-04,401468276,0,3,0,2,0,0,1,2,0,0,3,0,-4
"Myles Turner","Pacers","11",2022-11-04,401468276,7,9,1,2,1,3,7,1,0,3,3,16,35
"Tyrese Haliburton","Pacers","11",2022-11-04,401468276,9,16,3,8,1,4,9,9,2,0,1,22,57
"Buddy Hield","Pacers","11",2022-11-04,401468276,10,18,5,12,0,0,9,0,2,0,5,25,39
"Chris Duarte","Pacers","11",2022-11-04,401468276,0,2,0,1,0,0,0,2,0,0,0,0,2
"Oshae Brissett","Pacers","11",2022-11-04,401468276,0,2,0,2,1,2,2,2,1,0,0,1,8
"Isaiah Jackson","Pacers","11",2022-11-04,401468276,2,5,0,0,2,2,4,0,0,1,2,6,9
"T.J. McConnell","Pacers","11",2022-11-04,401468276,2,6,0,1,0,0,6,4,2,0,1,4,22
"Andrew Nembhard","Pacers","11",2022-11-04,401468276,2,8,0,4,0,0,3,6,0,0,1,4,13
"Bennedict Mathurin","Pacers","11",2022-11-04,401468276,5,11,3,7,10,12,1,2,0,1,3,23,26
"Julius Randle","Knicks","18",2022-11-04,401468277,6,13,1,5,4,5,10,5,0,1,6,17,28
"Mitchell Robinson","Knicks","18",2022-11-04,401468277,0,0,0,0,0,0,2,1,0,0,0,0,4
"Jalen Brunson","Knicks","18",2022-11-04,401468277,7,15,1,4,8,9,6,7,0,0,1,23,40
"RJ Barrett","Knicks","18",2022-11-04,401468277,8,16,2,8,4,6,9,2,1,0,2,22,35
"Quentin Grimes","Knicks","18",2022-11-04,401468277,0,1,0,1,2,2,1,1,0,1,0,2,8
"Obi Toppin","Knicks","18",2022-11-04,401468277,6,10,3,6,2,2,3,0,0,0,3,17,19
"Cam Reddish","Knicks","18",2022-11-04,401468277,4,4,1,1,2,2,0,3,1,1,0,11,30
"Isaiah Hartenstein","Knicks","18",2022-11-04,401468277,4,8,0,1,0,0,10,0,1,3,0,8,34
"Jericho Sims","Knicks","18",2022-11-04,401468277,0,0,0,0,0,0,1,0,0,0,0,0,1
"Derrick Rose","Knicks","18",2022-11-04,401468277,0,2,0,1,0,0,0,1,0,1,4,0,-4
"Evan Fournier","Knicks","18",2022-11-04,401468277,1,4,0,2,0,0,2,2,0,1,1,2,8
"Immanuel Quickley","Knicks","18",2022-11-04,401468277,1,7,1,4,1,1,6,2,2,0,4,4,10
"P.J. Tucker","76ers","20",2022-11-04,401468277,1,5,0,3,1,2,5,2,0,1,1,3,10
"Tobias Harris","76ers","20",2022-11-04,401468277,9,15,3,7,2,2,9,4,1,2,2,23,54
"Montrezl Harrell","76ers","20",2022-11-04,401468277,4,6,0,0,6,8,7,1,1,0,0,14,27
"Tyrese Maxey","76ers","20",2022-11-04,401468277,10,29,4,13,7,7,3,7,1,0,4,31,39
"De'Anthony Melton","76ers","20",2022-11-04,401468277,4,18,3,11,1,2,5,9,2,2,3,12,37
"Georges Niang","76ers","20",2022-11-04,401468277,2,8,2,7,0,0,3,1,0,0,1,6,7
"Paul Reed","76ers","20",2022-11-04,401468277,1,2,0,0,0,0,4,0,6,2,1,2,36
"Matisse Thybulle","76ers","20",2022-11-04,401468277,2,5,0,2,0,0,3,0,1,1,0,4,14
"Shake Milton","76ers","20",2022-11-04,401468277,3,7,0,2,0,0,3,2,0,0,1,6,10
"Furkan Korkmaz","76ers","20",2022-11-04,401468277,1,3,1,2,0,0,2,1,0,0,2,3,3
"Kevin Durant","Nets","17",2022-11-04,401468278,10,21,2,6,6,6,9,11,0,1,2,28,60
"Royce O'Neale","Nets","17",2022-11-04,401468278,5,9,3,5,0,0,3,8,1,0,0,13,40
"Nic Claxton","Nets","17",2022-11-04,401468278,9,10,0,0,0,0,9,1,0,3,0,18,49
"Joe Harris","Nets","17",2022-11-04,401468278,3,5,2,4,0,0,4,3,1,0,0,8,25
"Edmond Sumner","Nets","17",2022-11-04,401468278,3,7,1,2,4,4,4,0,2,0,2,11,19
"Markieff Morris","Nets","17",2022-11-04,401468278,1,4,1,2,0,0,2,2,1,0,0,3,12
"Yuta Watanabe","Nets","17",2022-11-04,401468278,6,8,2,3,0,0,8,0,1,2,1,14,38
"David Duke Jr.","Nets","17",2022-11-04,401468278,5,8,0,0,1,1,3,0,0,0,1,11,14
"Day'Ron Sharpe","Nets","17",2022-11-04,401468278,0,1,0,0,0,0,1,0,0,0,1,0,-2
"Patty Mills","Nets","17",2022-11-04,401468278,2,4,1,2,0,0,1,1,1,1,0,5,17
"Cam Thomas","Nets","17",2022-11-04,401468278,6,13,2,4,3,3,4,6,1,0,0,17,38
"Anthony Gill","Wizards","27",2022-11-04,401468278,4,6,0,0,0,0,4,0,1,0,0,8,18
"Kyle Kuzma","Wizards","27",2022-11-04,401468278,5,12,3,8,6,8,5,2,0,0,1,19,25
"Kristaps Porzingis","Wizards","27",2022-11-04,401468278,4,11,2,4,4,6,10,1,0,0,1,14,21
"Monte Morris","Wizards","27",2022-11-04,401468278,2,6,0,3,0,0,3,5,0,0,3,4,9
"Bradley Beal","Wizards","27",2022-11-04,401468278,8,18,2,6,2,2,3,3,2,1,0,20,41
"Rui Hachimura","Wizards","27",2022-11-04,401468278,1,5,0,1,0,0,2,0,0,1,1,2,3
"Taj Gibson","Wizards","27",2022-11-04,401468278,1,3,0,0,2,2,3,0,0,0,0,4,6
"Will Barton","Wizards","27",2022-11-04,401468278,1,7,1,4,0,0,3,3,1,0,1,3,10
"Corey Kispert","Wizards","27",2022-11-04,401468278,0,6,0,5,2,2,1,2,0,0,2,2,-3
"Deni Avdija","Wizards","27",2022-11-04,401468278,2,5,0,2,0,0,2,1,0,0,2,4,3
"Daniel Gafford","Wizards","27",2022-11-04,401468278,2,2,0,0,0,0,1,0,0,1,1,4,9
"Jordan Goodwin","Wizards","27",2022-11-04,401468278,0,2,0,1,0,0,0,1,0,0,0,0,0
"Johnny Davis","Wizards","27",2022-11-04,401468278,0,0,0,0,2,2,2,0,0,0,1,2,2
"Aaron Gordon","Nuggets","7",2022-11-04,401468274,10,13,3,4,4,5,5,3,1,0,0,27,51
"Michael Porter Jr.","Nuggets","7",2022-11-04,401468274,4,10,3,6,0,0,6,2,0,0,1,11,20
"Nikola Jokic","Nuggets","7",2022-11-04,401468274,6,9,0,0,3,3,13,14,1,0,10,15,43
"Jamal Murray","Nuggets","7",2022-11-04,401468274,8,19,4,6,4,4,5,2,0,0,2,24,30
"Kentavious Caldwell-Pope","Nuggets","7",2022-11-04,401468274,4,9,3,6,0,0,3,1,0,1,0,11,22
"Jeff Green","Nuggets","7",2022-11-04,401468274,3,5,0,1,1,2,4,0,2,0,3,7,13
"Zeke Nnaji","Nuggets","7",2022-11-04,401468274,1,3,0,0,2,2,5,0,0,0,0,4,8
"Bruce Brown","Nuggets","7",2022-11-04,401468274,6,11,3,6,0,0,5,9,1,1,0,15,50
"Davon Reed","Nuggets","7",2022-11-04,401468274,2,4,1,1,0,0,1,0,0,0,2,5,3
"Christian Braun","Nuggets","7",2022-11-04,401468274,1,1,1,1,0,0,0,1,0,0,0,3,7
"Jeremiah Robinson-Earl","Thunder","25",2022-11-04,401468274,4,10,2,5,0,2,7,1,2,0,0,10,25
"Aleksej Pokusevski","Thunder","25",2022-11-04,401468274,3,9,0,4,0,0,7,1,1,2,0,6,24
"Luguentz Dort","Thunder","25",2022-11-04,401468274,8,15,1,6,2,3,3,1,1,1,0,19,33
"Shai Gilgeous-Alexander","Thunder","25",2022-11-04,401468274,13,17,0,0,11,11,4,3,2,0,4,37,56
"Josh Giddey","Thunder","25",2022-11-04,401468274,7,14,2,4,0,0,1,5,1,0,4,16,25
"Darius Bazley","Thunder","25",2022-11-04,401468274,1,5,0,1,0,0,5,2,1,1,1,2,14
"Jalen Williams","Thunder","25",2022-11-04,401468274,4,7,0,1,0,0,0,2,0,0,0,8,13
"Ousmane Dieng","Thunder","25",2022-11-04,401468274,1,3,0,2,1,2,3,1,0,0,1,3,4
"Kenrich Williams","Thunder","25",2022-11-04,401468274,2,5,1,2,0,0,6,1,1,0,0,5,17
"Mike Muscala","Thunder","25",2022-11-04,401468274,0,3,0,2,0,0,2,0,0,0,0,0,-1
"Tre Mann","Thunder","25",2022-11-04,401468274,2,5,0,2,0,1,2,2,0,1,0,4,12
"Draymond Green","Warriors","9",2022-11-03,401468273,4,5,0,0,0,1,5,7,1,0,0,8,33
"Andrew Wiggins","Warriors","9",2022-11-03,401468273,6,12,2,5,1,3,3,3,0,2,3,15,26
"Kevon Looney","Warriors","9",2022-11-03,401468273,8,11,0,0,1,1,7,3,1,0,0,17,39
"Stephen Curry","Warriors","9",2022-11-03,401468273,13,22,8,15,5,5,3,9,0,0,5,39,62
"Klay Thompson","Warriors","9",2022-11-03,401468273,10,24,7,15,0,0,4,3,1,0,0,27,44
"JaMychal Green","Warriors","9",2022-11-03,401468273,3,5,1,1,0,0,6,0,0,1,1,7,17
"James Wiseman","Warriors","9",2022-11-03,401468273,1,3,0,0,0,0,3,1,1,0,0,2,10
"Ty Jerome","Warriors","9",2022-11-03,401468273,1,2,0,1,0,0,0,3,0,0,1,2,6
"Jordan Poole","Warriors","9",2022-11-03,401468273,4,12,1,5,2,3,2,2,0,0,4,11,5
"Moses Moody","Warriors","9",2022-11-03,401468273,0,1,0,1,1,2,2,0,1,0,0,1,5
"Paolo Banchero","Magic","19",2022-11-03,401468273,8,17,0,4,6,9,8,3,1,1,5,22,30
"Franz Wagner","Magic","19",2022-11-03,401468273,7,12,1,1,4,5,3,2,0,0,4,19,20
"Wendell Carter Jr.","Magic","19",2022-11-03,401468273,4,9,2,4,4,6,9,2,1,1,2,14,30
"Bol Bol","Magic","19",2022-11-03,401468273,2,3,0,1,0,0,6,1,0,2,0,4,21
"Jalen Suggs","Magic","19",2022-11-03,401468273,9,17,2,6,6,11,1,9,4,0,3,26,53
"Chuma Okeke","Magic","19",2022-11-03,401468273,4,6,3,5,5,6,9,3,0,1,0,16,39
"Caleb Houstan","Magic","19",2022-11-03,401468273,0,1,0,1,2,2,1,0,1,0,0,2,6
"Mo Bamba","Magic","19",2022-11-03,401468273,0,0,0,0,0,0,2,0,0,0,1,0,0
"R.J. Hampton","Magic","19",2022-11-03,401468273,4,6,3,5,4,4,2,0,1,1,3,15,24
"Kevon Harris","Magic","19",2022-11-03,401468273,4,7,2,3,2,3,5,0,1,0,1,12,21
"Zion Williamson","Pelicans","3",2022-11-03,401468272,11,21,0,1,5,8,5,7,0,0,3,27,38
"Naji Marshall","Pelicans","3",2022-11-03,401468272,3,8,1,3,2,2,5,3,3,1,2,9,31
"Jonas Valanciunas","Pelicans","3",2022-11-03,401468272,3,11,1,2,2,2,10,1,0,0,2,9,13
"CJ McCollum","Pelicans","3",2022-11-03,401468272,10,27,1,6,1,1,9,8,1,2,1,22,51
"Trey Murphy III","Pelicans","3",2022-11-03,401468272,4,9,0,5,4,4,5,3,1,0,0,12,26
"Larry Nance Jr.","Pelicans","3",2022-11-03,401468272,5,8,0,0,1,2,8,5,4,1,0,11,50
"Jaxson Hayes","Pelicans","3",2022-11-03,401468272,0,2,0,0,0,0,1,0,0,0,0,0,-1
"Devonte' Graham","Pelicans","3",2022-11-03,401468272,2,3,0,1,0,0,1,2,0,0,3,4,4
"Jose Alvarado","Pelicans","3",2022-11-03,401468272,6,8,3,4,0,0,2,4,1,0,1,15,34
"Dyson Daniels","Pelicans","3",2022-11-03,401468272,3,5,2,3,0,2,5,2,0,1,1,8,20
"Anthony Davis","Lakers","13",2022-11-03,401468272,8,17,0,0,4,4,16,4,1,4,1,20,61
"LeBron James","Lakers","13",2022-11-03,401468272,9,23,0,7,2,4,10,8,0,2,2,20,43
"Troy Brown Jr.","Lakers","13",2022-11-03,401468272,4,7,1,3,6,6,10,1,0,0,0,15,29
"Patrick Beverley","Lakers","13",2022-11-03,401468272,0,3,0,0,0,0,4,3,1,0,2,0,7
"Lonnie Walker IV","Lakers","13",2022-11-03,401468272,9,17,5,9,5,6,3,1,1,1,2,28,42
"Matt Ryan","Lakers","13",2022-11-03,401468272,4,11,3,9,0,0,2,1,0,0,1,11,13
"Wenyen Gabriel","Lakers","13",2022-11-03,401468272,3,4,0,1,0,0,4,1,1,0,2,6,14
"Russell Westbrook","Lakers","13",2022-11-03,401468272,6,10,1,4,0,0,7,9,0,1,6,13,33
"Austin Reaves","Lakers","13",2022-11-03,401468272,2,6,0,3,3,3,0,2,2,0,1,7,15
"Santi Aldama","Grizzlies","29",2022-11-03,401468271,4,8,2,4,1,2,7,0,0,2,0,11,27
"Dillon Brooks","Grizzlies","29",2022-11-03,401468271,3,7,1,2,2,2,2,0,1,0,0,9,15
"Steven Adams","Grizzlies","29",2022-11-03,401468271,6,9,0,0,2,3,11,5,0,2,1,14,43
"Ja Morant","Grizzlies","29",2022-11-03,401468271,7,19,0,2,6,7,9,7,2,0,8,20,29
"Desmond Bane","Grizzlies","29",2022-11-03,401468271,7,16,5,8,10,11,8,5,0,0,3,29,43
"Brandon Clarke","Grizzlies","29",2022-11-03,401468271,3,6,0,0,0,0,3,0,0,1,1,6,11
"Tyus Jones","Grizzlies","29",2022-11-03,401468271,1,6,0,2,0,0,0,5,1,0,0,2,12
"John Konchar","Grizzlies","29",2022-11-03,401468271,4,6,2,4,0,0,5,4,1,0,1,10,29
"David Roddy","Grizzlies","29",2022-11-03,401468271,3,6,3,6,1,2,1,2,2,0,0,10,25
"Jerami Grant","Trail Blazers","22",2022-11-03,401468271,7,18,3,9,6,7,5,3,0,1,4,23,28
"Jusuf Nurkic","Trail Blazers","22",2022-11-03,401468271,8,14,3,3,4,4,13,4,1,0,3,23,47
"Josh Hart","Trail Blazers","22",2022-11-03,401468271,1,4,0,1,3,5,6,4,1,1,3,5,17
"Anfernee Simons","Trail Blazers","22",2022-11-03,401468271,10,21,4,11,7,8,3,8,0,0,4,31,44
"Shaedon Sharpe","Trail Blazers","22",2022-11-03,401468271,1,6,0,1,0,0,2,0,2,1,0,2,12
"Justise Winslow","Trail Blazers","22",2022-11-03,401468271,1,6,0,0,0,0,8,4,1,0,1,2,16
"Drew Eubanks","Trail Blazers","22",2022-11-03,401468271,3,6,0,0,1,2,3,0,0,0,3,7,3
"Nassir Little","Trail Blazers","22",2022-11-03,401468271,1,5,1,3,0,0,1,1,0,0,1,3,2
"Keon Johnson","Trail Blazers","22",2022-11-03,401468271,4,9,2,5,0,0,5,3,0,0,1,10,20
"Kelly Olynyk","Jazz","26",2022-11-03,401468270,3,5,0,1,0,0,5,4,1,0,1,6,22
"Lauri Markkanen","Jazz","26",2022-11-03,401468270,6,10,0,4,2,3,7,0,0,0,2,14,18
"Jarred Vanderbilt","Jazz","26",2022-11-03,401468270,6,10,1,1,2,2,6,3,1,1,2,15,34
"Mike Conley","Jazz","26",2022-11-03,401468270,3,8,1,4,4,4,1,8,1,0,3,11,25
"Jordan Clarkson","Jazz","26",2022-11-03,401468270,9,20,4,9,0,0,5,8,1,0,4,22,41
"Rudy Gay","Jazz","26",2022-11-03,401468270,1,3,0,2,0,0,5,1,0,0,1,2,6
"Walker Kessler","Jazz","26",2022-11-03,401468270,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collin Sexton","Jazz","26",2022-11-03,401468270,7,16,1,4,4,5,3,3,2,0,3,19,28
"Malik Beasley","Jazz","26",2022-11-03,401468270,3,11,3,5,0,0,8,1,0,0,0,9,17
"Talen Horton-Tucker","Jazz","26",2022-11-03,401468270,1,1,0,0,0,0,0,0,0,0,0,2,3
"Dorian Finney-Smith","Mavericks","6",2022-11-03,401468270,2,6,0,3,0,0,2,0,1,1,0,4,12
"Reggie Bullock","Mavericks","6",2022-11-03,401468270,1,4,1,4,0,1,2,1,0,0,1,3,3
"JaVale McGee","Mavericks","6",2022-11-03,401468270,2,2,0,0,0,0,2,0,1,0,0,4,12
"Spencer Dinwiddie","Mavericks","6",2022-11-03,401468270,8,20,4,11,0,0,4,5,4,0,1,20,48
"Luka Doncic","Mavericks","6",2022-11-03,401468270,12,20,2,6,7,10,5,11,2,0,5,33,61
"Maxi Kleber","Mavericks","6",2022-11-03,401468270,0,0,0,0,0,0,5,1,0,2,0,0,15
"Tim Hardaway Jr.","Mavericks","6",2022-11-03,401468270,1,9,1,6,0,0,1,2,0,0,1,3,0
"Dwight Powell","Mavericks","6",2022-11-03,401468270,4,5,0,0,1,2,5,0,1,1,0,9,24
"Christian Wood","Mavericks","6",2022-11-03,401468270,10,15,1,5,0,0,10,0,0,0,3,21,31
"Josh Green","Mavericks","6",2022-11-03,401468270,2,3,2,3,0,2,1,0,0,0,0,6,8
"P.J. Washington","Hornets","30",2022-11-03,401468266,3,10,0,2,2,2,7,3,0,1,4,8,13
"Gordon Hayward","Hornets","30",2022-11-03,401468266,3,11,1,3,0,1,3,2,1,0,2,7,9
"Mason Plumlee","Hornets","30",2022-11-03,401468266,4,8,0,0,3,4,13,3,0,2,2,11,33
"Dennis Smith Jr.","Hornets","30",2022-11-03,401468266,5,9,0,1,0,0,5,6,2,0,1,10,34
"Kelly Oubre Jr.","Hornets","30",2022-11-03,401468266,9,17,5,11,1,2,5,1,2,1,0,24,48
"Jalen McDaniels","Hornets","30",2022-11-03,401468266,5,18,0,5,1,2,6,2,5,2,2,11,36
"Kai Jones","Hornets","30",2022-11-03,401468266,1,3,0,2,0,0,0,0,0,1,0,2,5
"JT Thor","Hornets","30",2022-11-03,401468266,2,4,0,1,0,1,2,1,1,1,0,4,15
"Nick Richards","Hornets","30",2022-11-03,401468266,2,3,0,0,0,2,2,1,0,2,2,4,11
"Theo Maledon","Hornets","30",2022-11-03,401468266,0,2,0,2,0,0,1,3,1,1,3,0,7
"James Bouknight","Hornets","30",2022-11-03,401468266,2,7,1,5,2,2,3,0,0,1,0,7,12
"Patrick Williams","Bulls","4",2022-11-03,401468266,7,9,2,3,0,0,5,1,0,1,1,16,32
"DeMar DeRozan","Bulls","4",2022-11-03,401468266,2,11,0,1,5,5,8,5,1,1,5,9,18
"Nikola Vucevic","Bulls","4",2022-11-03,401468266,5,16,2,6,2,2,13,3,0,1,4,14,25
"Zach LaVine","Bulls","4",2022-11-03,401468266,4,16,2,7,0,0,4,6,2,0,0,10,28
"Ayo Dosunmu","Bulls","4",2022-11-03,401468266,3,10,0,3,2,2,4,3,0,0,2,8,10
"Dalen Terry","Bulls","4",2022-11-03,401468266,0,1,0,0,0,0,1,0,0,0,0,0,0
"Javonte Green","Bulls","4",2022-11-03,401468266,7,7,3,3,0,1,8,1,2,3,3,17,50
"Derrick Jones Jr.","Bulls","4",2022-11-03,401468266,2,6,2,2,4,4,5,3,0,1,0,10,25
"Goran Dragic","Bulls","4",2022-11-03,401468266,6,9,2,4,2,2,3,3,0,1,3,16,28
"Alex Caruso","Bulls","4",2022-11-03,401468266,2,3,1,2,1,2,0,3,1,1,1,6,19
"Marcus Morris Sr.","Clippers","12",2022-11-03,401468267,8,14,4,8,1,1,10,2,2,0,1,21,47
"Ivica Zubac","Clippers","12",2022-11-03,401468267,2,5,0,0,1,2,6,2,1,1,2,5,17
"Reggie Jackson","Clippers","12",2022-11-03,401468267,4,11,0,4,4,4,0,3,1,1,0,12,23
